dstport=443 "Hypertext Transfer Protocol Secure (HTTPS)[48][49] uses TCP in versions 1.x and 2. HTTP/3 uses QUIC [50] a transport protocol on top of UDP."
srcport=443 "Hypertext Transfer Protocol Secure (HTTPS)[48][49] uses TCP in versions 1.x and 2. HTTP/3 uses QUIC [50] a transport protocol on top of UDP."

dstport=80 "Hypertext Transfer Protocol (HTTP)[48][49] uses TCP in versions 1.x and 2. HTTP/3 uses QUIC [50] a transport protocol on top of UDP."
srcport=80 "Hypertext Transfer Protocol (HTTP)[48][49] uses TCP in versions 1.x and 2. HTTP/3 uses QUIC [50] a transport protocol on top of UDP."
ICMP6
dstport=53 Domain Name System (DNS)[36][11]
srcport=53 Domain Name System (DNS)[36][11]
srcport=5353 Multicast DNS (mDNS)[11]
dstport=1900 "Simple Service Discovery Protocol (SSDP) [11] discovery of UPnP devices"
IGMP
srcport=1900 "Simple Service Discovery Protocol (SSDP) [11] discovery of UPnP devices"
unknown
srcport=138 NetBIOS Datagram Service[11][68][69]
ICMP
dstport=3702 "Web Services Dynamic Discovery (WS-Discovery)  used by various components of Windows Vista and later"
srcport=41797 Crestron Secure Terminal Port[403] - Crestron Electronics
dstport=123 "Network Time Protocol (NTP)  used for time synchronization[11]"
srcport=123 "Network Time Protocol (NTP)  used for time synchronization[11]"
srcport=33848 "Jenkins  a continuous integration (CI) tool[395][396]"
srcport=546 DHCPv6 client
dstport=137 "NetBIOS Name Service  used for name registration and resolution[68][69]"
srcport=137 "NetBIOS Name Service  used for name registration and resolution[68][69]"
dstport=5355 "Link-Local Multicast Name Resolution (LLMNR)  allows hosts to perform name resolution for hosts on the same local link (only provided by Windows Vista and Server 2008)"
srcport=68 Bootstrap Protocol (BOOTP) client;[11] also used by Dynamic Host Configuration Protocol (DHCP)
srcport=67 Bootstrap Protocol (BOOTP) server;[11] also used by Dynamic Host Configuration Protocol (DHCP)
IP
ARP
IP6
